Year,Year ending,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population"
2020,March,Unincorporated Vic,Unincorporated Vic,109,
2020,March,Unincorporated Vic,Total,109,
2019,March,1 North West Metro,Banyule,"7,006","5,364.2"
2019,March,1 North West Metro,Brimbank,"14,660","7,090.0"
2019,March,1 North West Metro,Darebin,"11,244","7,148.2"
2019,March,1 North West Metro,Hobsons Bay,"4,846","5,057.5"
2019,March,1 North West Metro,Hume,"15,592","6,624.5"
2019,March,1 North West Metro,Maribyrnong,"6,669","7,454.7"
2019,March,1 North West Metro,Melbourne,"26,584","15,734.6"
2019,March,1 North West Metro,Melton,"8,329","5,031.6"
2019,March,1 North West Metro,Merri-bek,"11,406","6,360.4"
2019,March,1 North West Metro,Moonee Valley,"6,485","5,130.3"
2019,March,1 North West Metro,Nillumbik,"1,623","2,517.7"
2019,March,1 North West Metro,Whittlesea,"11,910","5,268.2"
2019,March,1 North West Metro,Wyndham,"11,462","4,195.4"
2019,March,1 North West Metro,Yarra,"11,181","11,581.2"
2019,March,1 North West Metro,Total,"148,997","6,724.2"
2019,March,2 Eastern,Alpine,399,"3,092.1"
2019,March,2 Eastern,Bass Coast,"1,782","4,759.6"
2019,March,2 Eastern,Baw Baw,"3,179","5,881.9"
2019,March,2 Eastern,Benalla,877,"6,160.0"
2019,March,2 Eastern,Boroondara,"5,570","3,100.2"
2019,March,2 Eastern,East Gippsland,"3,193","6,727.2"
2019,March,2 Eastern,Greater Shepparton,"6,228","9,194.9"
2019,March,2 Eastern,Indigo,371,"2,198.4"
2019,March,2 Eastern,Knox,"8,087","4,952.0"
2019,March,2 Eastern,Latrobe,"9,941","13,059.5"
2019,March,2 Eastern,Manningham,"3,410","2,687.7"
2019,March,2 Eastern,Mansfield,321,"3,408.7"
2019,March,2 Eastern,Maroondah,"6,035","5,115.9"
2019,March,2 Eastern,Mitchell,"3,033","6,540.4"
2019,March,2 Eastern,Moira,"1,682","5,588.2"
2019,March,2 Eastern,Monash,"8,028","4,018.8"
2019,March,2 Eastern,Murrindindi,592,"4,017.1"
2019,March,2 Eastern,South Gippsland,995,"3,325.2"
2019,March,2 Eastern,Strathbogie,448,"4,107.5"
2019,March,2 Eastern,Towong,173,"2,816.7"
2019,March,2 Eastern,Wangaratta,"1,638","5,564.0"
2019,March,2 Eastern,Wellington,"2,921","6,538.2"
2019,March,2 Eastern,Whitehorse,"6,361","3,617.0"
2019,March,2 Eastern,Wodonga,"2,420","5,750.4"
2019,March,2 Eastern,Yarra Ranges,"5,768","3,633.5"
2019,March,2 Eastern,Total,"83,452","4,872.3"
2019,March,3 Southern Metro,Bayside,"3,605","3,429.2"
2019,March,3 Southern Metro,Cardinia,"4,610","4,116.0"
2019,March,3 Southern Metro,Casey,"16,302","4,631.2"
2019,March,3 Southern Metro,Frankston,"11,156","7,858.0"
2019,March,3 Southern Metro,Glen Eira,"4,893","3,178.6"
2019,March,3 Southern Metro,Greater Dandenong,"14,194","8,535.4"
2019,March,3 Southern Metro,Kingston,"8,608","5,275.2"
2019,March,3 Southern Metro,Mornington Peninsula,"8,161","4,840.6"
2019,March,3 Southern Metro,Port Phillip,"9,648","8,631.1"
2019,March,3 Southern Metro,Stonnington,"8,169","7,178.4"
2019,March,3 Southern Metro,Total,"89,346","5,623.9"
2019,March,4 Western,Ararat,912,"7,704.0"
2019,March,4 Western,Ballarat,"8,129","7,405.3"
2019,March,4 Western,Buloke,214,"3,470.6"
2019,March,4 Western,Campaspe,"2,919","7,655.8"
2019,March,4 Western,Central Goldfields,917,"6,869.4"
2019,March,4 Western,Colac-Otway,"1,320","5,989.9"
2019,March,4 Western,Corangamite,490,"3,030.1"
2019,March,4 Western,Gannawarra,581,"5,500.9"
2019,March,4 Western,Glenelg,957,"4,786.9"
2019,March,4 Western,Golden Plains,510,"2,142.0"
2019,March,4 Western,Greater Bendigo,"8,092","6,845.2"
2019,March,4 Western,Greater Geelong,"15,776","6,064.6"
2019,March,4 Western,Hepburn,619,"3,843.5"
2019,March,4 Western,Hindmarsh,249,"4,393.1"
2019,March,4 Western,Horsham,"1,436","7,108.9"
2019,March,4 Western,Loddon,386,"5,059.6"
2019,March,4 Western,Macedon Ranges,"1,782","3,552.5"
2019,March,4 Western,Mildura,"5,491","9,673.4"
2019,March,4 Western,Moorabool,"1,633","4,562.3"
2019,March,4 Western,Mount Alexander,750,"3,807.9"
2019,March,4 Western,Moyne,458,"2,694.6"
2019,March,4 Western,Northern Grampians,762,"6,508.9"
2019,March,4 Western,Pyrenees,419,"5,624.9"
2019,March,4 Western,Queenscliffe,118,"3,969.1"
2019,March,4 Western,Southern Grampians,"1,108","6,765.2"
2019,March,4 Western,Surf Coast,899,"2,627.7"
2019,March,4 Western,Swan Hill,"1,868","8,726.1"
2019,March,4 Western,Warrnambool,"3,007","8,566.0"
2019,March,4 Western,West Wimmera,125,"3,141.5"
2019,March,4 Western,Yarriambiack,320,"4,794.0"
2019,March,4 Western,Total,"62,247","6,108.2"
2019,March,Justice Institutions and Immigration Facilities,Justice Institutions and Immigration Facilities,"1,483",
2019,March,Justice Institutions and Immigration Facilities,Total,"1,483",
2019,March,Unincorporated Vic,Unincorporated Vic,95,
2019,March,Unincorporated Vic,Total,95,
2018,March,1 North West Metro,Banyule,"7,366","5,681.7"
2018,March,1 North West Metro,Brimbank,"13,549","6,546.1"
2018,March,1 North West Metro,Darebin,"11,425","7,272.3"
2018,March,1 North West Metro,Hobsons Bay,"4,830","5,076.2"
2018,March,1 North West Metro,Hume,"15,265","6,768.6"
2018,March,1 North West Metro,Maribyrnong,"6,581","7,405.1"
2018,March,1 North West Metro,Melbourne,"26,848","16,434.6"
2018,March,1 North West Metro,Melton,"7,803","4,969.5"
2018,March,1 North West Metro,Merri-bek,"11,019","6,201.6"
2018,March,1 North West Metro,Moonee Valley,"6,692","5,332.8"
2018,March,1 North West Metro,Nillumbik,"1,795","2,781.1"
2018,March,1 North West Metro,Whittlesea,"11,339","5,140.0"
2018,March,1 North West Metro,Wyndham,"10,861","4,225.9"
2018,March,1 North West Metro,Yarra,"10,648","11,149.3"
2018,March,1 North West Metro,Total,"146,021","6,746.2"
2018,March,2 Eastern,Alpine,319,"2,487.9"
2018,March,2 Eastern,Bass Coast,"1,799","4,985.7"
2018,March,2 Eastern,Baw Baw,"2,930","5,586.6"
2018,March,2 Eastern,Benalla,980,"6,921.9"
2018,March,2 Eastern,Boroondara,"5,632","3,139.6"
2018,March,2 Eastern,East Gippsland,"3,053","6,512.2"
2018,March,2 Eastern,Greater Shepparton,"5,979","8,947.1"
2018,March,2 Eastern,Indigo,339,"2,040.6"
2018,March,2 Eastern,Knox,"8,516","5,241.9"
2018,March,2 Eastern,Latrobe,"9,375","12,403.1"
2018,March,2 Eastern,Manningham,"3,660","2,925.9"
2018,March,2 Eastern,Mansfield,453,"4,949.2"
2018,March,2 Eastern,Maroondah,"5,880","5,020.3"
2018,March,2 Eastern,Mitchell,"3,041","6,825.1"
2018,March,2 Eastern,Moira,"1,504","5,028.4"
2018,March,2 Eastern,Monash,"8,299","4,191.2"
2018,March,2 Eastern,Murrindindi,532,"3,653.6"
2018,March,2 Eastern,South Gippsland,"1,006","3,398.2"
2018,March,2 Eastern,Strathbogie,438,"4,080.5"
2018,March,2 Eastern,Towong,171,"2,803.3"
2018,March,2 Eastern,Wangaratta,"1,799","6,146.4"
2018,March,2 Eastern,Wellington,"2,657","6,006.8"
2018,March,2 Eastern,Whitehorse,"6,496","3,724.1"
2018,March,2 Eastern,Wodonga,"2,370","5,705.2"
2018,March,2 Eastern,Yarra Ranges,"5,515","3,494.5"
2018,March,2 Eastern,Total,"82,743","4,880.4"
2018,March,3 Southern Metro,Bayside,"3,897","3,724.8"
2018,March,3 Southern Metro,Cardinia,"4,271","3,993.6"
2018,March,3 Southern Metro,Casey,"14,745","4,361.3"
2018,March,3 Southern Metro,Frankston,"10,718","7,572.9"
2018,March,3 Southern Metro,Glen Eira,"5,232","3,433.3"
2018,March,3 Southern Metro,Greater Dandenong,"13,624","8,262.2"
2018,March,3 Southern Metro,Kingston,"7,906","4,889.8"
2018,March,3 Southern Metro,Mornington Peninsula,"8,519","5,114.6"
2018,March,3 Southern Metro,Port Phillip,"9,780","8,832.1"
2018,March,3 Southern Metro,Stonnington,"8,001","7,059.3"
2018,March,3 Southern Metro,Total,"86,693","5,554.4"
2018,March,4 Western,Ararat,885,"7,496.8"
2018,March,4 Western,Ballarat,"8,899","8,269.8"
2018,March,4 Western,Buloke,168,"2,703.6"
2018,March,4 Western,Campaspe,"2,511","6,616.9"
2018,March,4 Western,Central Goldfields,907,"6,804.2"
2018,March,4 Western,Colac-Otway,"1,241","5,686.7"
2018,March,4 Western,Corangamite,620,"3,819.9"
2018,March,4 Western,Gannawarra,417,"3,933.6"
2018,March,4 Western,Glenelg,"1,196","6,012.2"
2018,March,4 Western,Golden Plains,481,"2,074.1"
2018,March,4 Western,Greater Bendigo,"7,089","6,101.4"
2018,March,4 Western,Greater Geelong,"16,863","6,660.6"
2018,March,4 Western,Hepburn,639,"4,018.4"
2018,March,4 Western,Hindmarsh,253,"4,445.6"
2018,March,4 Western,Horsham,"1,637","8,158.9"
2018,March,4 Western,Loddon,317,"4,170.0"
2018,March,4 Western,Macedon Ranges,"1,522","3,087.1"
2018,March,4 Western,Mildura,"4,822","8,587.1"
2018,March,4 Western,Moorabool,"1,823","5,259.4"
2018,March,4 Western,Mount Alexander,733,"3,759.0"
2018,March,4 Western,Moyne,464,"2,746.0"
2018,March,4 Western,Northern Grampians,802,"6,893.6"
2018,March,4 Western,Pyrenees,307,"4,190.0"
2018,March,4 Western,Queenscliffe,108,"3,656.1"
2018,March,4 Western,Southern Grampians,"1,004","6,162.9"
2018,March,4 Western,Surf Coast,952,"2,906.9"
2018,March,4 Western,Swan Hill,"1,752","8,248.6"
2018,March,4 Western,Warrnambool,"2,707","7,773.6"
2018,March,4 Western,West Wimmera,114,"2,875.9"
2018,March,4 Western,Yarriambiack,358,"5,344.9"
2018,March,4 Western,Total,"61,591","6,150.1"
2018,March,Justice Institutions and Immigration Facilities,Justice Institutions and Immigration Facilities,"1,476",
2018,March,Justice Institutions and Immigration Facilities,Total,"1,476",
2018,March,Unincorporated Vic,Unincorporated Vic,117,
2018,March,Unincorporated Vic,Total,117,
2017,March,1 North West Metro,Banyule,"7,447","5,788.1"
2017,March,1 North West Metro,Brimbank,"14,670","7,117.4"
2017,March,1 North West Metro,Darebin,"13,199","8,432.5"
2017,March,1 North West Metro,Hobsons Bay,"5,227","5,528.7"
2017,March,1 North West Metro,Hume,"17,032","7,876.1"
2017,March,1 North West Metro,Maribyrnong,"7,193","8,162.7"
2017,March,1 North West Metro,Melbourne,"28,116","18,028.2"
2017,March,1 North West Metro,Melton,"8,967","6,029.8"
2017,March,1 North West Metro,Merri-bek,"11,797","6,736.9"
2017,March,1 North West Metro,Moonee Valley,"7,758","6,240.3"
2017,March,1 North West Metro,Nillumbik,"2,171","3,370.4"
2017,March,1 North West Metro,Whittlesea,"12,867","6,000.7"
2017,March,1 North West Metro,Wyndham,"11,966","4,953.4"
2017,March,1 North West Metro,Yarra,"11,308","11,965.8"
2017,March,1 North West Metro,Total,"159,718","7,572.3"
2017,March,2 Eastern,Alpine,280,"2,207.0"
2017,March,2 Eastern,Bass Coast,"1,986","5,715.4"
2017,March,2 Eastern,Baw Baw,"2,894","5,687.6"
2017,March,2 Eastern,Benalla,"1,000","7,117.9"
2017,March,2 Eastern,Boroondara,"7,007","3,922.2"
2017,March,2 Eastern,East Gippsland,"2,951","6,384.8"
2017,March,2 Eastern,Greater Shepparton,"6,307","9,562.6"
2017,March,2 Eastern,Indigo,350,"2,135.4"
2017,March,2 Eastern,Knox,"9,320","5,770.0"
2017,March,2 Eastern,Latrobe,"10,347","13,779.8"
2017,March,2 Eastern,Manningham,"4,063","3,273.3"
2017,March,2 Eastern,Mansfield,470,"5,282.7"
2017,March,2 Eastern,Maroondah,"7,073","6,085.7"
2017,March,2 Eastern,Mitchell,"3,140","7,294.7"
2017,March,2 Eastern,Moira,"1,375","4,627.0"
2017,March,2 Eastern,Monash,"9,027","4,613.5"
2017,March,2 Eastern,Murrindindi,524,"3,666.9"
2017,March,2 Eastern,South Gippsland,"1,145","3,899.7"
2017,March,2 Eastern,Strathbogie,462,"4,386.6"
2017,March,2 Eastern,Towong,174,"2,869.4"
2017,March,2 Eastern,Wangaratta,"1,877","6,483.4"
2017,March,2 Eastern,Wellington,"3,224","7,348.7"
2017,March,2 Eastern,Whitehorse,"6,613","3,836.4"
2017,March,2 Eastern,Wodonga,"2,532","6,200.3"
2017,March,2 Eastern,Yarra Ranges,"6,435","4,106.7"
2017,March,2 Eastern,Total,"90,576","5,401.6"
2017,March,3 Southern Metro,Bayside,"4,127","3,981.1"
2017,March,3 Southern Metro,Cardinia,"5,197","5,082.2"
2017,March,3 Southern Metro,Casey,"18,107","5,572.3"
2017,March,3 Southern Metro,Frankston,"12,351","8,784.4"
2017,March,3 Southern Metro,Glen Eira,"5,874","3,897.8"
2017,March,3 Southern Metro,Greater Dandenong,"15,458","9,487.9"
2017,March,3 Southern Metro,Kingston,"8,381","5,233.5"
2017,March,3 Southern Metro,Mornington Peninsula,"8,942","5,446.2"
2017,March,3 Southern Metro,Port Phillip,"10,465","9,555.1"
2017,March,3 Southern Metro,Stonnington,"9,107","8,121.5"
2017,March,3 Southern Metro,Total,"98,009","6,401.3"
2017,March,4 Western,Ararat,909,"7,706.0"
2017,March,4 Western,Ballarat,"9,215","8,730.4"
2017,March,4 Western,Buloke,141,"2,266.5"
2017,March,4 Western,Campaspe,"2,741","7,251.5"
2017,March,4 Western,Central Goldfields,949,"7,189.4"
2017,March,4 Western,Colac-Otway,"1,616","7,483.2"
2017,March,4 Western,Corangamite,801,"4,920.4"
2017,March,4 Western,Gannawarra,528,"4,980.2"
2017,March,4 Western,Glenelg,"1,379","6,963.9"
2017,March,4 Western,Golden Plains,590,"2,609.1"
2017,March,4 Western,Greater Bendigo,"8,032","7,029.3"
2017,March,4 Western,Greater Geelong,"18,084","7,339.8"
2017,March,4 Western,Hepburn,723,"4,602.8"
2017,March,4 Western,Hindmarsh,288,"5,027.9"
2017,March,4 Western,Horsham,"1,756","8,790.1"
2017,March,4 Western,Loddon,393,"5,192.2"
2017,March,4 Western,Macedon Ranges,"1,643","3,393.6"
2017,March,4 Western,Mildura,"5,216","9,409.6"
2017,March,4 Western,Moorabool,"1,981","5,880.3"
2017,March,4 Western,Mount Alexander,908,"4,705.4"
2017,March,4 Western,Moyne,488,"2,908.4"
2017,March,4 Western,Northern Grampians,933,"8,049.3"
2017,March,4 Western,Pyrenees,360,"4,914.7"
2017,March,4 Western,Queenscliffe,135,"4,618.5"
2017,March,4 Western,Southern Grampians,"1,025","6,324.4"
2017,March,4 Western,Surf Coast,"1,068","3,384.6"
2017,March,4 Western,Swan Hill,"1,753","8,320.3"
2017,March,4 Western,Warrnambool,"2,588","7,497.1"
2017,March,4 Western,West Wimmera,123,"3,112.3"
2017,March,4 Western,Yarriambiack,330,"4,919.5"
2017,March,4 Western,Total,"66,696","6,774.2"
2017,March,Justice Institutions and Immigration Facilities,Justice Institutions and Immigration Facilities,"1,125",
2017,March,Justice Institutions and Immigration Facilities,Total,"1,125",
2017,March,Unincorporated Vic,Unincorporated Vic,126,
2017,March,Unincorporated Vic,Total,126,
2016,March,1 North West Metro,Banyule,"7,223","5,667.5"
2016,March,1 North West Metro,Brimbank,"14,968","7,330.4"
2016,March,1 North West Metro,Darebin,"11,892","7,666.0"
2016,March,1 North West Metro,Hobsons Bay,"5,542","5,930.8"
2016,March,1 North West Metro,Hume,"15,596","7,532.8"
2016,March,1 North West Metro,Maribyrnong,"7,177","8,254.9"
2016,March,1 North West Metro,Melbourne,"25,687","17,582.3"
2016,March,1 North West Metro,Melton,"8,792","6,216.9"
2016,March,1 North West Metro,Merri-bek,"11,171","6,483.7"
2016,March,1 North West Metro,Moonee Valley,"7,066","5,750.7"
2016,March,1 North West Metro,Nillumbik,"2,092","3,259.9"
2016,March,1 North West Metro,Whittlesea,"11,094","5,357.9"
2016,March,1 North West Metro,Wyndham,"11,948","5,263.3"
2016,March,1 North West Metro,Yarra,"10,382","11,176.2"
2016,March,1 North West Metro,Total,"150,630","7,355.0"
2016,March,2 Eastern,Alpine,328,"2,607.7"
2016,March,2 Eastern,Bass Coast,"2,023","6,045.3"
2016,March,2 Eastern,Baw Baw,"2,652","5,379.7"
2016,March,2 Eastern,Benalla,891,"6,372.5"
2016,March,2 Eastern,Boroondara,"6,151","3,469.7"
2016,March,2 Eastern,East Gippsland,"3,278","7,188.6"
2016,March,2 Eastern,Greater Shepparton,"5,669","8,711.9"
2016,March,2 Eastern,Indigo,383,"2,369.3"
2016,March,2 Eastern,Knox,"7,680","4,789.4"
2016,March,2 Eastern,Latrobe,"9,372","12,559.3"
2016,March,2 Eastern,Manningham,"3,403","2,776.4"
2016,March,2 Eastern,Mansfield,416,"4,795.9"
2016,March,2 Eastern,Maroondah,"6,063","5,281.4"
2016,March,2 Eastern,Mitchell,"2,981","7,132.4"
2016,March,2 Eastern,Moira,"1,189","4,032.4"
2016,March,2 Eastern,Monash,"7,876","4,088.8"
2016,March,2 Eastern,Murrindindi,569,"4,049.2"
2016,March,2 Eastern,South Gippsland,893,"3,066.4"
2016,March,2 Eastern,Strathbogie,400,"3,862.1"
2016,March,2 Eastern,Towong,181,"2,993.7"
2016,March,2 Eastern,Wangaratta,"1,667","5,830.3"
2016,March,2 Eastern,Wellington,"3,101","7,123.8"
2016,March,2 Eastern,Whitehorse,"5,837","3,440.8"
2016,March,2 Eastern,Wodonga,"2,567","6,401.5"
2016,March,2 Eastern,Yarra Ranges,"5,737","3,695.9"
2016,March,2 Eastern,Total,"81,307","4,912.7"
2016,March,3 Southern Metro,Bayside,"3,827","3,718.7"
2016,March,3 Southern Metro,Cardinia,"4,956","5,079.3"
2016,March,3 Southern Metro,Casey,"15,785","5,046.5"
2016,March,3 Southern Metro,Frankston,"11,179","8,013.5"
2016,March,3 Southern Metro,Glen Eira,"5,207","3,504.4"
2016,March,3 Southern Metro,Greater Dandenong,"14,062","8,776.6"
2016,March,3 Southern Metro,Kingston,"8,365","5,263.0"
2016,March,3 Southern Metro,Mornington Peninsula,"8,591","5,318.6"
2016,March,3 Southern Metro,Port Phillip,"9,846","9,064.0"
2016,March,3 Southern Metro,Stonnington,"8,047","7,249.4"
2016,March,3 Southern Metro,Total,"89,865","5,984.3"
2016,March,4 Western,Ararat,879,"7,484.0"
2016,March,4 Western,Ballarat,"9,034","8,728.5"
2016,March,4 Western,Buloke,177,"2,816.7"
2016,March,4 Western,Campaspe,"2,517","6,695.0"
2016,March,4 Western,Central Goldfields,911,"6,961.1"
2016,March,4 Western,Colac-Otway,"1,207","5,650.2"
2016,March,4 Western,Corangamite,563,"3,466.1"
2016,March,4 Western,Gannawarra,440,"4,163.9"
2016,March,4 Western,Glenelg,"1,246","6,306.0"
2016,March,4 Western,Golden Plains,600,"2,725.3"
2016,March,4 Western,Greater Bendigo,"6,639","5,913.6"
2016,March,4 Western,Greater Geelong,"16,886","7,049.7"
2016,March,4 Western,Hepburn,612,"3,942.0"
2016,March,4 Western,Hindmarsh,168,"2,904.6"
2016,March,4 Western,Horsham,"2,036","10,239.4"
2016,March,4 Western,Loddon,309,"4,088.4"
2016,March,4 Western,Macedon Ranges,"1,617","3,405.6"
2016,March,4 Western,Mildura,"4,700","8,598.9"
2016,March,4 Western,Moorabool,"1,666","5,099.2"
2016,March,4 Western,Mount Alexander,810,"4,241.5"
2016,March,4 Western,Moyne,427,"2,551.2"
2016,March,4 Western,Northern Grampians,824,"7,121.9"
2016,March,4 Western,Pyrenees,414,"5,658.8"
2016,March,4 Western,Queenscliffe,146,"4,984.6"
2016,March,4 Western,Southern Grampians,851,"5,278.2"
2016,March,4 Western,Surf Coast,"1,207","3,961.9"
2016,March,4 Western,Swan Hill,"1,607","7,690.5"
2016,March,4 Western,Warrnambool,"2,207","6,445.3"
2016,March,4 Western,West Wimmera,115,"2,921.0"
2016,March,4 Western,Yarriambiack,331,"4,908.8"
2016,March,4 Western,Total,"61,146","6,319.5"
2016,March,Justice Institutions and Immigration Facilities,Justice Institutions and Immigration Facilities,792,
2016,March,Justice Institutions and Immigration Facilities,Total,792,
2016,March,Unincorporated Vic,Unincorporated Vic,93,
2016,March,Unincorporated Vic,Total,93,
2015,March,1 North West Metro,Banyule,"6,577","5,216.2"
2015,March,1 North West Metro,Brimbank,"13,733","6,837.1"
2015,March,1 North West Metro,Darebin,"10,772","7,088.1"
2015,March,1 North West Metro,Hobsons Bay,"5,373","5,861.0"
2015,March,1 North West Metro,Hume,"13,485","6,804.6"
2015,March,1 North West Metro,Maribyrnong,"6,436","7,591.1"
2015,March,1 North West Metro,Melbourne,"23,675","17,297.2"
2015,March,1 North West Metro,Melton,"7,501","5,559.8"
2015,March,1 North West Metro,Merri-bek,"10,322","6,148.8"
2015,March,1 North West Metro,Moonee Valley,"6,488","5,396.3"
2015,March,1 North West Metro,Nillumbik,"1,653","2,596.0"
2015,March,1 North West Metro,Whittlesea,"10,002","5,081.1"
2015,March,1 North West Metro,Wyndham,"10,009","4,681.1"
2015,March,1 North West Metro,Yarra,"9,696","10,782.6"
2015,March,1 North West Metro,Total,"135,722","6,862.6"
2015,March,2 Eastern,Alpine,299,"2,405.7"
2015,March,2 Eastern,Bass Coast,"1,895","5,817.2"
2015,March,2 Eastern,Baw Baw,"2,298","4,803.8"
2015,March,2 Eastern,Benalla,789,"5,666.9"
2015,March,2 Eastern,Boroondara,"5,639","3,226.8"
2015,March,2 Eastern,East Gippsland,"2,938","6,548.1"
2015,March,2 Eastern,Greater Shepparton,"5,576","8,646.4"
2015,March,2 Eastern,Indigo,315,"1,978.4"
2015,March,2 Eastern,Knox,"6,933","4,368.6"
2015,March,2 Eastern,Latrobe,"8,084","10,885.2"
2015,March,2 Eastern,Manningham,"3,146","2,604.6"
2015,March,2 Eastern,Mansfield,326,"3,821.8"
2015,March,2 Eastern,Maroondah,"5,613","4,966.2"
2015,March,2 Eastern,Mitchell,"2,192","5,444.1"
2015,March,2 Eastern,Moira,"1,078","3,680.7"
2015,March,2 Eastern,Monash,"6,908","3,651.7"
2015,March,2 Eastern,Murrindindi,478,"3,451.8"
2015,March,2 Eastern,South Gippsland,952,"3,307.7"
2015,March,2 Eastern,Strathbogie,322,"3,164.6"
2015,March,2 Eastern,Towong,141,"2,348.0"
2015,March,2 Eastern,Wangaratta,"1,634","5,806.1"
2015,March,2 Eastern,Wellington,"2,868","6,643.2"
2015,March,2 Eastern,Whitehorse,"5,647","3,387.9"
2015,March,2 Eastern,Wodonga,"2,460","6,271.8"
2015,March,2 Eastern,Yarra Ranges,"5,252","3,423.9"
2015,March,2 Eastern,Total,"73,783","4,525.9"
2015,March,3 Southern Metro,Bayside,"3,361","3,318.9"
2015,March,3 Southern Metro,Cardinia,"3,942","4,270.9"
2015,March,3 Southern Metro,Casey,"13,502","4,507.8"
2015,March,3 Southern Metro,Frankston,"10,397","7,545.5"
2015,March,3 Southern Metro,Glen Eira,"4,475","3,066.7"
2015,March,3 Southern Metro,Greater Dandenong,"12,164","7,794.4"
2015,March,3 Southern Metro,Kingston,"7,240","4,633.8"
2015,March,3 Southern Metro,Mornington Peninsula,"7,366","4,637.6"
2015,March,3 Southern Metro,Port Phillip,"9,137","8,588.9"
2015,March,3 Southern Metro,Stonnington,"7,265","6,725.1"
2015,March,3 Southern Metro,Total,"78,849","5,391.9"
2015,March,4 Western,Ararat,860,"7,385.8"
2015,March,4 Western,Ballarat,"7,825","7,711.0"
2015,March,4 Western,Buloke,200,"3,171.6"
2015,March,4 Western,Campaspe,"2,281","6,094.2"
2015,March,4 Western,Central Goldfields,808,"6,239.4"
2015,March,4 Western,Colac-Otway,"1,055","4,969.4"
2015,March,4 Western,Corangamite,445,"2,734.4"
2015,March,4 Western,Gannawarra,433,"4,109.7"
2015,March,4 Western,Glenelg,"1,404","7,119.0"
2015,March,4 Western,Golden Plains,490,"2,291.0"
2015,March,4 Western,Greater Bendigo,"6,088","5,539.2"
2015,March,4 Western,Greater Geelong,"14,777","6,344.1"
2015,March,4 Western,Hepburn,500,"3,260.7"
2015,March,4 Western,Hindmarsh,152,"2,617.1"
2015,March,4 Western,Horsham,"1,672","8,447.9"
2015,March,4 Western,Loddon,251,"3,332.9"
2015,March,4 Western,Macedon Ranges,"1,419","3,060.0"
2015,March,4 Western,Mildura,"4,626","8,542.0"
2015,March,4 Western,Moorabool,"1,517","4,778.3"
2015,March,4 Western,Mount Alexander,682,"3,628.8"
2015,March,4 Western,Moyne,448,"2,700.3"
2015,March,4 Western,Northern Grampians,769,"6,604.3"
2015,March,4 Western,Pyrenees,352,"4,903.2"
2015,March,4 Western,Queenscliffe,106,"3,614.0"
2015,March,4 Western,Southern Grampians,679,"4,201.2"
2015,March,4 Western,Surf Coast,901,"3,041.4"
2015,March,4 Western,Swan Hill,"1,642","7,859.1"
2015,March,4 Western,Warrnambool,"2,008","5,905.0"
2015,March,4 Western,West Wimmera,80,"2,013.1"
2015,March,4 Western,Yarriambiack,207,"3,032.5"
2015,March,4 Western,Total,"54,677","5,748.5"
2015,March,Justice Institutions and Immigration Facilities,Justice Institutions and Immigration Facilities,748,
2015,March,Justice Institutions and Immigration Facilities,Total,748,
2015,March,Unincorporated Vic,Unincorporated Vic,98,
2015,March,Unincorporated Vic,Total,98,
